#	startTime:1560826215550
#	SiteID:5cd56b61e2acfd2d33b58d20	SiteName:1088广场	FloorId:5cd56b62e2acfd2d33b58dda	FloorName:F1
#	Brand:OPPO	Model:OPPO R9s	AndroidName:6.0.1	APILevel:23	
#	type:1	name:BMI160 Accelerometer	version:2060500	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:4	name:BMI160 Gyroscope	version:2060500	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:17.453293
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	VersionName:v20190612-nightly	VersionCode:263	
1560826215550	TYPE_WAYPOINT	38.383705	29.66065
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	6a7b14fa980081c34c408fecfd7a0f5d26c26664	-76	5200	1560826215384
1560826215639	TYPE_WIFI	bb2e9dd2c2daca33caace9d6c94cc38c6394245a	9aba0bc944bfba9b4544e53e00d41005d7cc517d	-73	5200	1560826215384
1560826215639	TYPE_WIFI	e5236f6e7ead3ad1368c5ee6f21c76bf4a7c4f28	b762f6421c5773ce54b15132261998e4d8d8ebdd	-72	5200	1560826215384
1560826215639	TYPE_WIFI	dede6ad53b76c1afd306c0ce971a515841e4db67	1922604b8a786e093ffeea30856017e92d388b37	-57	2412	1560826215383
1560826215639	TYPE_WIFI	dede6ad53b76c1afd306c0ce971a515841e4db67	ae75da69961153fa3b41eaf29bbc65c038332226	-54	2437	1560826215383
1560826215639	TYPE_WIFI	09fb6aaba7940a7b7ffdbc9cbb9b3498303c1bad	b2428fe75706795e256768465121960019b6c22a	-56	2437	1560826215383
1560826215639	TYPE_WIFI	dede6ad53b76c1afd306c0ce971a515841e4db67	75bbb3bdb4f290a715d475ace37e0d26a30f51f6	-41	2412	1560826215383
1560826215639	TYPE_WIFI	7ee7c4cef248bbeaaf97d50f3b94f90a3c6b7e69	c4079947e81c5dcd5a1c577579abafae636f6ad1	-68	5240	1560826215382
1560826215639	TYPE_WIFI	bb2e9dd2c2daca33caace9d6c94cc38c6394245a	231fd00e903a07fb0700be24d4053f60586fe5cc	-69	5805	1560826215383
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	1b8a840ce6cd8cf4fd8ef8704fc78d66bed11d20	-69	5805	1560826215384
1560826215639	TYPE_WIFI	a94a8fe5ccb19ba61c4c0873d391e987982fbbd3	a7de2d72f7ef8bbab449ca4a71cc604718af72b5	-57	2412	1560826215383
1560826215639	TYPE_WIFI	457b5c60e06f5b3693c45b372a3d07300069dfc7	47d0a1fbb0eda541e5a5dea7a190cdf2ebf12380	-83	5200	1560826215384
1560826215639	TYPE_WIFI	e5236f6e7ead3ad1368c5ee6f21c76bf4a7c4f28	2083cb49ea17c6f049906555a1ef20ceecd31eda	-69	5805	1560826215384
1560826215639	TYPE_WIFI	5eddd2b748b50cbfa67d90f0ef019e6e822e38f5	c292ea967385dd5ae0d1397d6628eab0b836c272	-82	5785	1560826215384
1560826215639	TYPE_WIFI	bb2e9dd2c2daca33caace9d6c94cc38c6394245a	b7ad6fe25fd46f46f692e67c295a62383bee63ba	-75	5805	1560826215384
1560826215639	TYPE_WIFI	08f4cbe90f9880a2db46c163f7f0c5f0c1ddec82	69a5c91da5f64981ecc67fe35297de04a7171774	-55	2472	1560826215383
1560826215639	TYPE_WIFI	0a80b88a1f5f9214e47a6c96c9143c6344ba787a	60395bc0b5fee03e38219a051f4db557ef87883e	-58	2412	1560826215383
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	61a2310995673146d0a01d36e1c177753dc7ceb8	-77	5805	1560826215384
1560826215639	TYPE_WIFI	e5236f6e7ead3ad1368c5ee6f21c76bf4a7c4f28	a4baa24c0e9411795bb4e4d7706814f671e185fc	-77	5805	1560826215384
1560826215639	TYPE_WIFI	6c7115d19256b26e1bc8f051c907041050a6aa0e	570ee7e8ca5a1626d838c455e4a37ba534be88e9	-80	5200	1560826215384
1560826215639	TYPE_WIFI	cd298c641555ce9d4d760260b397419cb5f6d2bc	844ea6a4d02f9c425f7bdcaf25bf304a6f5d6670	-88	5765	1560826215384
1560826215639	TYPE_WIFI	6d807524ecfd6e68e9065d37d830154f7b37d78b	8cc5bf597418f107b36dd47657e98542454d3633	-58	2437	1560826215383
1560826215639	TYPE_WIFI	8fcf3ea689819c8fe2c99ee5a46348a86da3c604	d04963c95c0d157ee599dc5af9733638848d1fe6	-69	2412	1560826215384
1560826215639	TYPE_WIFI	141111333fb0303d1b2c17ce2a71ba903ed76f98	0a7d3b8478a0d6a24a73e9f29621850c0560cc8a	-79	5180	1560826215384
1560826215639	TYPE_WIFI	aff2364def6b4c94cf2ec0b123037e600c884104	b18724aabf9fd4ff33bb6ecfdd5b0240d66ee84c	-79	5765	1560826215384
1560826215639	TYPE_WIFI	880b0fef61f8bdb2508f1907db94145662d53a15	d1f0785819bdec5c295c95ae7dfcfeb49b1d8245	-73	5825	1560826215384
1560826215639	TYPE_WIFI	e6401cede67b8b2acbaca8b5e6bbfafbf0228ba2	ef0e0526437e1f7cce0fe2706992f72ad83bf132	-68	5805	1560826215383
1560826215639	TYPE_WIFI	4d6bfb786f16492da0a31c245ef1c8ed3eb20239	e2371b36bb3f5bdf7cddb2a86c8516dd073c51e6	-75	5745	1560826215384
1560826215639	TYPE_WIFI	18dd30c60c8a8cda74288c879181e6265e9a4c52	72332fdaff442e4cac54cd0bc38b5463a3e70903	-83	5785	1560826215384
1560826215639	TYPE_WIFI	6c7115d19256b26e1bc8f051c907041050a6aa0e	e4b851ec7229f46ea4c5c10323b51ed7099e2acd	-84	5240	1560826215384
1560826215639	TYPE_WIFI	8d608703cd8e02e90d767272ffaf99e6e4241802	accbcc7f7691bd9f585ee3c96304b47821a3b550	-82	5765	1560826215384
1560826215639	TYPE_WIFI	6c7115d19256b26e1bc8f051c907041050a6aa0e	672bad98a19b3f827981a3fcc827f087622842a1	-77	5765	1560826215384
1560826215639	TYPE_WIFI	a94a8fe5ccb19ba61c4c0873d391e987982fbbd3	b9265000959f4ee50e9d55b6e47c8cc01d6c83a9	-63	2437	1560826215383
1560826215639	TYPE_WIFI	dede6ad53b76c1afd306c0ce971a515841e4db67	8eed6a157e1a1d424b2de9d2f596de57ad2538d4	-67	2437	1560826215383
1560826215639	TYPE_WIFI	f0d7330c51913faf23bd5df20cd49b8a131a44db	192fb49967db537ee7180629b1f4135758884427	-75	5785	1560826215384
1560826215639	TYPE_WIFI	e2a5b7285bedc1b5ffd0e74b68041253cd4a280b	33c3c6a495c95cdb2d63eb2a9468825192bd8b2d	-55	2462	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	088948f9bf4916dec942de123c0891a17ddd9c58	-83	5200	1560826215384
1560826215639	TYPE_WIFI	208a402074139f6a27db5b2cd0c17efc5aec6579	591af351d20d3063cf67404d0fa23da70b897ecd	-89	5180	1560826215384
1560826215639	TYPE_WIFI	4fb4e695dc828c619cc096a1fe31337981716ad9	22bbd5c33f83cbf4abc2b5d152811e489a4fff86	-63	2412	1560826215383
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	2894ea8f9533b6f20e538eca9aae6d9b4b7f0451	-60	2462	1560826215383
1560826215639	TYPE_WIFI	de29536ed1cf1ef3b17218a6189faec750664765	795018c29a4834035a8e13a2b2dc98846d3bd229	-85	5180	1560826215384
1560826215639	TYPE_WIFI	25d817ea8f242ee11c3e406c03ba26c96c4432bb	b1cb2f3e307775b72b35cdf48e682d8f27a1297a	-88	5180	1560826215384
1560826215639	TYPE_WIFI	ce7b2491f1ba2d43fef126a0c8feeba0c80236b9	3bc6683c620eb1ce719bb7533fb9d4c49c8321c8	-67	2412	1560826215383
1560826215639	TYPE_WIFI	caef6c8eda8653f8bb8b8b6103528d4432e752c3	fdb6df8e4a9f8665734f2f159b21295aa130d77e	-88	5180	1560826215384
1560826215639	TYPE_WIFI	6c3a72eaf6235dfa967f2bba4dfc3e431c3e1180	b1af01876dc0ba4965b2382f913ddaf8dbe12108	-86	5745	1560826215384
1560826215639	TYPE_WIFI	838aacdb5c4162bbde16a8be07ce066903d3d7f8	e45cc30796ddd749dcfd99965f876cbff0ab9194	-59	2447	1560826215383
1560826215639	TYPE_WIFI	58f8ec514de2da2948df238f8b732a3c4d7dc5bc	0e0d62955f93e1aceb1d37fed5337f9d0f8a8910	-60	2447	1560826215383
1560826215639	TYPE_WIFI	6c3a72eaf6235dfa967f2bba4dfc3e431c3e1180	252485ffa58ceb6aac1f7f5a0b06c98c40305e0c	-86	5180	1560826215384
1560826215639	TYPE_WIFI	420287b16cd75586fea75e52bb506ed66f6e74c1	cfb6dd11fcf78316c4393b71607190cd9c17410b	-60	2427	1560826215383
1560826215639	TYPE_WIFI	46b8c074b26eacb8e280b8f45ee5316143ffde3b	4f9f19e0f552e613fa81892e5a05ec21a2d0d7fd	-80	5745	1560826215384
1560826215639	TYPE_WIFI	6da55709385fea125fed6b828e3c1643005d1c2a	bd809024f53886ff4599ff173f46a76cf587207a	-59	2427	1560826215383
1560826215639	TYPE_WIFI	aaa3ea1b050cabdafcaa05b6f74570d9158b1bb0	02fee1695767a1158e1e4b63984f3d82139efe07	-85	5180	1560826215384
1560826215639	TYPE_WIFI	22a688b0c349263c9c73f6a7dbe8c1691657a885	e27a65208f1f0f1dbeb958d313bec8b1faec9758	-91	5745	1560826215384
1560826215639	TYPE_WIFI	a83ac747ac020cbd21779d55e2400713adcbcfeb	18dac44804f45c3c91d361afa1374b79fe9a89e3	-60	2432	1560826215383
1560826215639	TYPE_WIFI	4bebb0160c5d32d5aaf10022faffff6308c18223	ecdb63e0de6fa285178ae486bd2b494fc54ec5fa	-58	2452	1560826215383
1560826215639	TYPE_WIFI	b270c8ccc9df06f8e76cab0f878ba5253cbe99f5	31ab470fbeba7cfb6c67a42500fe66bd32ab1501	-87	5240	1560826215384
1560826215639	TYPE_WIFI	f0d7330c51913faf23bd5df20cd49b8a131a44db	c29b7b55870f5fc07bdf278dc585cc70123f9e64	-82	5805	1560826215384
1560826215639	TYPE_WIFI	44cc8040ac2f7ae0d77690cde529a9911f63742a	fefa63148073f20df3a7681066d10313bdc6e1d9	-55	2427	1560826215383
1560826215639	TYPE_WIFI	a94a8fe5ccb19ba61c4c0873d391e987982fbbd3	bbf1a069bc79f0bcb8d1a24d211d5bc8e057ba3f	-62	2462	1560826215383
1560826215639	TYPE_WIFI	f0d7330c51913faf23bd5df20cd49b8a131a44db	dc649a5a45149a01f66f59bcfa4c3011a47ea787	-87	5765	1560826215384
1560826215639	TYPE_WIFI	dede6ad53b76c1afd306c0ce971a515841e4db67	eb8b434a7b4601f6438579e2a05c4d4d01da1450	-59	2462	1560826215383
1560826215639	TYPE_WIFI	3a766f81358fefead252cfa47fb8eedfc2b7a380	801f223eb3b498e118a9e0369da985e08dc3c1d0	-74	2472	1560826215384
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	0adb58f48743f9007f5cbda8ece9da90a3d9f3c5	-81	5745	1560826215384
1560826215639	TYPE_WIFI	ffe319422207aa303c75cb996983694a1fcfe950	86d388ffe843b85eb08d0d90642df7da8af3c432	-88	5180	1560826215384
1560826215639	TYPE_WIFI	377c4c4a4c791171ef164c1970699829183f2934	1fda51cc27103774f3841c1c5dd920f690713d7b	-60	2412	1560826199147
1560826215639	TYPE_WIFI	caef6c8eda8653f8bb8b8b6103528d4432e752c3	61d5e9c095f7e646a54005e35efe6c4ecbd9ba9b	-92	5260	1560826199148
1560826215639	TYPE_WIFI	f8db8d02e671b5af2508a9daf9fee9f361320ef1	654e23c43cd3b7e99dc72bc1efe83d494e735c1b	-66	2462	1560826215383
1560826215639	TYPE_WIFI	bb2e9dd2c2daca33caace9d6c94cc38c6394245a	350f5143ab098c4f7dd16e58eddb01bc1babc9d0	-56	2462	1560826215383
1560826215639	TYPE_WIFI	c3ffafaabc19ade8c1fce4253c7c8d9e4541f8b3	0f0b131374ffe9804eac27da6696a8c187761fdb	-71	2462	1560826215384
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	cc43ab76a777a68631d00faa08a528cdd63db00b	-84	5220	1560826215384
1560826215639	TYPE_WIFI	880b0fef61f8bdb2508f1907db94145662d53a15	2c9fc324a723afd469b30951ca3c0fcd0ccd9ed0	-60	2462	1560826215383
1560826215639	TYPE_WIFI	e5236f6e7ead3ad1368c5ee6f21c76bf4a7c4f28	ad83fdc284eb8b53b959ba687f273c99f13a3fc1	-57	2462	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	2c1e87754999e81f83fdd74cf5c6c9a00b2419e5	-64	5745	1560826215383
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	82fa4432bccf189df1da5f9f72e22122aaf380d3	-52	2462	1560826215383
1560826215639	TYPE_WIFI	cd298c641555ce9d4d760260b397419cb5f6d2bc	0fe7a29ca3bd9df5ac48046bdd13a7014dbfd664	-56	2437	1560826215383
1560826215639	TYPE_WIFI	457b5c60e06f5b3693c45b372a3d07300069dfc7	934669f594ef90f61e7dbc86d77eee89d275d162	-65	2437	1560826215383
1560826215639	TYPE_WIFI	579d25c009a4987ef618c2257fcb12ebb2d83e11	7d36d901e450e3fbbe4811d84c1dbcb680caa88e	-56	2462	1560826215383
1560826215639	TYPE_WIFI	80f0723e60b4b4e7e0fe6fdef9b7676132f54953	8d98886065df0910b95a2d865f45b81d5a72fa9f	-68	2472	1560826199147
1560826215639	TYPE_WIFI	0a8db4ea8517a8f200ae0fac5a5b4421f0a31b77	17087741fac59304f0c601c7b0de059dadc65223	-63	2412	1560826215383
1560826215639	TYPE_WIFI	f7a6864422efc28410e60c1b2cd4eb508d7f29bf	d29a3a48d404e961483554819eaa12a2d85ba5ae	-56	2462	1560826215383
1560826215639	TYPE_WIFI	0263fea213e195d3e92e070af4a9454f66a8a244	909ec5bc2aebb310c100387f39c41823962cdd52	-83	5805	1560826215384
1560826215639	TYPE_WIFI	5dfec8eddbdcf06ea24933351afd32f0e8ac7431	ef8fd4be4e43599341e67e9007834f7c9dd6ecda	-62	2437	1560826199147
1560826215639	TYPE_WIFI	e5236f6e7ead3ad1368c5ee6f21c76bf4a7c4f28	974093364017f592942362868408842f16a4e8fd	-60	2462	1560826215383
1560826215639	TYPE_WIFI	9696b8cd19a2fb6c14d1dcb53005034e9c30ac78	1e515cfec920622f9d57bc9c4f240f2b9fc26d11	-82	5745	1560826215384
1560826215639	TYPE_WIFI	6c3a72eaf6235dfa967f2bba4dfc3e431c3e1180	90720ebc6bff81abe8a6cd1fb2daf6989867d98b	-89	5220	1560826215384
1560826215639	TYPE_WIFI	9f19b921f49c455c90e278efd24fd828e6b280ca	24c05ff0f67109824c08bc14df871f7ce9764b56	-90	5220	1560826199148
1560826215639	TYPE_WIFI	9975bf9630cd293a328995ed05e9e71cf5dcfd56	02830a3739f1336d47e8ce9b282a7bf974b46786	-58	2437	1560826199147
1560826215639	TYPE_WIFI	ec9c36ab18faec1845dd428ad4b29992c095dbc2	6ff31e8337b4faf5d56e4bc78e0019ff9bcd4c58	-64	2472	1560826215383
1560826215639	TYPE_WIFI	69dc41190f21f1a6c94904996509ef4cafd55c08	4231faa9428b5772f56edf5e1e5b375ec49b357e	-68	2412	1560826199147
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	8aa2d0d2709e1687a8dedb9784b0f1f131d57b86	-68	2412	1560826199147
1560826215639	TYPE_WIFI	5a9cca6c96a98b10e27d7f905515ab7922b25e15	3720fbfec6ec8bbcd8d997dc309b88751c675f61	-86	5745	1560826215384
1560826215639	TYPE_WIFI	141111333fb0303d1b2c17ce2a71ba903ed76f98	39baa351812bcbe966ededcef502239322c8f05c	-88	5180	1560826199148
1560826215639	TYPE_WIFI	7550b672e162c224c309bdea5d48ca975081a904	adf48ace137f265ab1b1129e21ddff60cf65c587	-89	5320	1560826199148
1560826215639	TYPE_WIFI	457b5c60e06f5b3693c45b372a3d07300069dfc7	60ce7a5381e4bad44701b3129d78bbc23a40c40e	-92	5180	1560826199148
1560826215639	TYPE_WIFI	aeb786ee64ec598b85b4b7285daba37a6b533981	2b74bf8c1c3a7cc94ae6943cb22a80c7bae9db5c	-89	5825	1560826215384
1560826215639	TYPE_WIFI	aeb786ee64ec598b85b4b7285daba37a6b533981	548a98a0d22625b36a483861c3b7b1f514d8d194	-91	5805	1560826215384
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	dc78bea486ed789c0dce615077496ae2200c4646	-53	2467	1560826215383
1560826215639	TYPE_WIFI	c72b9c6e14780083716f76a983f998a6b9ef2617	87165844b2794cd2806e526cf8ce8b95bbbac16e	-55	2462	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	83391ce0437789597fec49d149877b516e805c14	-61	2452	1560826215383
1560826215639	TYPE_WIFI	3f7ee5f2e364ce3f531d075b86b9204b0aa0b1b6	07689cb72ab4316c9a59b30155d735baef1d239c	-63	2437	1560826215383
1560826215639	TYPE_WIFI	cc889246134690e786dcb896e0583c1e8868376e	b68e09552fd47fe7f979e25957e1faa3162ef33c	-64	2412	1560826215383
1560826215639	TYPE_WIFI	07fd5061251027bca170722d47a8797da87c73a0	6bb605ef15b00322751134375f372ff11be04f7b	-71	2412	1560826215384
1560826215639	TYPE_WIFI	8d608703cd8e02e90d767272ffaf99e6e4241802	0b6b4432738c0dd6346302fb9e4a8d98ee2716e8	-66	2462	1560826215383
1560826215639	TYPE_WIFI	7550b672e162c224c309bdea5d48ca975081a904	4905215930aea71330c8c22ebf539948caad9fe6	-68	2472	1560826215383
1560826215639	TYPE_WIFI	f0d7330c51913faf23bd5df20cd49b8a131a44db	446f6412a31c6949c3b32ba95f828cf61774683f	-73	2412	1560826215384
1560826215639	TYPE_WIFI	59a308409aa88d4928e6c263a854de2c896067a0	9884adc5c7b6e099da439a0107a23bed1321ffa4	-76	2412	1560826215384
1560826215639	TYPE_WIFI	073bd08a32c10f281a340b075175f9e540b29a27	1d210ddad66ab3a283c56cd48ab3b2ab0077f36f	-91	5220	1560826215385
1560826215639	TYPE_WIFI	011c945f30ce2cbafc452f39840f025693339c42	2cddf04112864b6d590096b40a2ad28b7e94f9e4	-69	2412	1560826215384
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	a4809646cbae04e1708290a0e383f203fa78d1b7	-53	2432	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	b6eff0e553336ac986f5ac8d128ec305dd74c558	-54	2432	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	c9bd83af0135fd797b00c707fd038ba11d5ebc29	-63	2432	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	75d904cb1c6fd30bb7cc3458ffe7866cd164c12b	-63	2452	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	b351b6f64e232c77fbb95a25f8908931a1f7a4e1	-60	2432	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	db66460c176ecac27ce994788c8a12c76a65e0a6	-58	2432	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	5735e9381b04f75ca00d135ca962dcb2e8c9bf7f	-62	2432	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	be17fbd867e3f55d97c9a8697ae056d0c80b3036	-55	2432	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	3e3f0ce89a274686d7f6b13d10d45d43ef9f7e92	-64	2432	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	06638763401f82b5e00259a2dd453a048024cf57	-55	2467	1560826215383
1560826215639	TYPE_WIFI	bb2e9dd2c2daca33caace9d6c94cc38c6394245a	d3812fcfd570c6b933a75b8d55a1476ba1cd68e2	-61	2462	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	ff68bd632ff33562a5edcc6f1ff0cec732427aae	-58	2432	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	d975b8a08f96734a3423718dac4e6f12e71a8920	-56	2432	1560826215383
1560826215639	TYPE_WIFI	ef263ccc1018ccb10cbdd81b278e87a2f5adf117	2c1e4323c0c59369fee774c4c638a057495ad1c1	-69	2432	1560826215384
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	35d81f3717e8ce8b11f468913ffd5e0c28dd0655	-69	2432	1560826215384
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	5ef912c3da91271fa13e578be2ab4fa2b9d2a7ab	-53	2462	1560826215383
1560826215639	TYPE_WIFI	d92a1190b716808d42cb6edd710415bd5ba04f58	591976fe5072ae197ed7746dc2a9b84f998d90bd	-61	2437	1560826215383
1560826215639	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	7416ef0637b99fbb493f88518dd20b8a998ea4e6	-52	2432	1560826215383
1560826215639	TYPE_WIFI	5dfec8eddbdcf06ea24933351afd32f0e8ac7431	c3dbe12f7368456e5db280d430276c73ae1a2762	-75	2437	1560826215384
1560826215639	TYPE_WIFI	a85f2d02e23cd73f8f9a7e5564778deb983ecb2f	30ec160fa547eb57be63a92bf54898685f05bd4f	-90	5745	1560826215384
1560826215639	TYPE_WIFI	f6b3e8028afa5eccdc828a52215d6470f2f0f9fe	2f8102f82578507ad1038ab086a70dc5a6e501dc	-91	5745	1560826215385
1560826215639	TYPE_WIFI	621ba4d79fba416edcac401b38bba7e4ac081cd4	047fd83ffbf64496d090db21049308ee372cb98f	-91	5300	1560826215385
1560826215639	TYPE_WIFI	7550b672e162c224c309bdea5d48ca975081a904	052226515bac6f8d7dc1c881352f34d803937e1e	-88	5825	1560826215384
1560826215695	TYPE_ACCELEROMETER	-1.0127869	0.8591614	10.852386
1560826215695	TYPE_MAGNETIC_FIELD	-21.514893	-1.7059326	-26.675415
1560826215695	TYPE_GYROSCOPE	-0.088897705	-0.057373047	-0.23509216
1560826215695	TYPE_ROTATION_VECTOR	0.052976396	-4.049754E-4	-0.68336797
1560826215695	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.5877686	-42.318726	-194.40002
1560826215695	TYPE_GYROSCOPE_UNCALIBRATED	-0.08415222	-0.064712524	-0.23435974
1560826215715	TYPE_ACCELEROMETER	-1.0852203	0.82922363	10.517807
1560826215715	TYPE_MAGNETIC_FIELD	-20.81604	-1.0116577	-26.000977
1560826215715	TYPE_GYROSCOPE	0.084732056	0.042755127	-0.25160217
1560826215715	TYPE_ROTATION_VECTOR	0.056345135	0.0028635506	-0.6872212
1560826215715	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.286621	-41.62445	-193.72559
1560826215715	TYPE_GYROSCOPE_UNCALIBRATED	0.08947754	0.03541565	-0.25086975
1560826215735	TYPE_ACCELEROMETER	-1.4557343	0.96510315	9.924652
1560826215735	TYPE_MAGNETIC_FIELD	-22.213745	-3.0929565	-28.025818
1560826215735	TYPE_GYROSCOPE	0.12921143	0.061141968	-0.24360657
1560826215735	TYPE_ROTATION_VECTOR	0.056345135	0.0028635506	-0.6872212
1560826215735	TYPE_MAGNETIC_FIELD_UNCALIBRATED	4.888916	-43.70575	-195.75043
1560826215735	TYPE_GYROSCOPE_UNCALIBRATED	0.13395691	0.05380249	-0.24287415
1560826215755	TYPE_ACCELEROMETER	-1.5838165	1.0710449	9.948578
1560826215755	TYPE_MAGNETIC_FIELD	-21.514893	0.3753662	-26.675415
1560826215755	TYPE_GYROSCOPE	0.030410767	0.011871338	-0.19754028
1560826215755	TYPE_ROTATION_VECTOR	0.061616443	0.004981489	-0.6887372
1560826215755	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.5877686	-40.237427	-194.40002
1560826215755	TYPE_GYROSCOPE_UNCALIBRATED	0.03515625	0.0045318604	-0.19680786
1560826215775	TYPE_ACCELEROMETER	-1.7472229	1.1255035	10.37117
1560826215775	TYPE_MAGNETIC_FIELD	-21.514893	0.3753662	-26.675415
1560826215775	TYPE_GYROSCOPE	-0.021255493	0.031036377	-0.15280151
1560826215775	TYPE_ROTATION_VECTOR	0.06580436	0.007006239	-0.68864924
1560826215775	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.5877686	-40.237427	-194.40002
1560826215775	TYPE_GYROSCOPE_UNCALIBRATED	-0.01651001	0.0236969	-0.15206909
1560826215795	TYPE_ACCELEROMETER	-2.1189117	1.3014832	10.574081
1560826215795	TYPE_MAGNETIC_FIELD	-21.514893	-1.7059326	-26.000977
1560826215795	TYPE_GYROSCOPE	0.025878906	-0.013702393	-0.0851593
1560826215795	TYPE_ROTATION_VECTOR	0.06937576	0.009404519	-0.68838656
