#	startTime:1578468504640
#	SiteID:5a0546857ecc773753327266	SiteName:西溪银泰城	FloorId:5a24ae78fe4e220014739c5c	FloorName:地下一层
#	Brand:OPPO	Model:PBCM10	AndroidName:8.1.0	APILevel:27	
#	type:1	name:BMI160 Accelerometer	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:4	name:BMI160 Gyroscope	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	type:35	name:BMI160 Accelerometer Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:16	name:BMI160 Gyroscope Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:14	name:AK09911 Magnetometer Uncalibrated	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	VersionName:v20191120-nightly-9-gde3748b	VersionCode:424	
1578468504657	TYPE_WAYPOINT	119.89201	126.656334
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	3c71e092646647983c77e37d30e8e3ebef144f61	-68	5745	1578468503890
1578468504767	TYPE_WIFI	506a2ed42a391ab1c3e09b9674cdb59088d9c45b	00c8933965e23cd2bb890ca08ee7f8a22f933df8	-69	2472	1578468503603
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	ec6dc868804a4881b8c3c498296e31fddfd1d55e	-70	5745	1578468503915
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	e61caaa8c3fdb13d38648537dc5817826e7b237b	-70	5745	1578468503913
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	89e4f2bf9644438f2925359e89e5ebcf73c4604f	-70	5745	1578468503915
1578468504767	TYPE_WIFI	ddd398e886ae315d0ebea7ec261dc32feab667cc	5da67661f682759d0294c2da07cf7130949f371b	-70	2437	1578468503157
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	f75618342e520ea532904a84c251b375cc6fe6cf	-71	2437	1578468503175
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	61fa12bbe853bca6b12e049fc3c939233ad05215	-71	2437	1578468503157
1578468504767	TYPE_WIFI	13add1fa5d04c66866ea1c5a54baf3b98e86dc96	f63024eb181498851c980956fb0bed8206b081be	-71	2437	1578468503149
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	03f59b0a760c9754fe185295c7460a667a8749cd	-71	2437	1578468503178
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	b0c09c50d0f099d9711930d6bc70810d90d6a8af	-71	5785	1578468504040
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	65a57b1598a74fa4b713a63c9ecbc1d4a0ae1091	-71	5785	1578468504041
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	fc66c781102499a9327d0926d6697123ceb97853	-71	5785	1578468504041
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	a2cf73996f74f9eb3279a4a8e9d69854e61908b6	-71	5785	1578468504039
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	22fd73b373c4c81d823ea689e189bd2faef995dd	-71	5785	1578468504040
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	b8b8a279e3aff71d3db992676a8ad60e75c34747	-71	5745	1578468503914
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	8ba1b247a45d0fbcbfd52b83bd9ce9a3b6b52675	-71	5745	1578468503914
1578468504767	TYPE_WIFI	ddd398e886ae315d0ebea7ec261dc32feab667cc	0b6969df15e484af4d3f5f964b3243aeb4624ca2	-71	2437	1578468503182
1578468504767	TYPE_WIFI	c7f3961845ceed4962bc8e513b34d57c790e807c	ce9e2ebf59e424773fcdbd986f7633306bf03124	-72	2412	1578468484712
1578468504767	TYPE_WIFI	c7caf0bad24695dbd05c07e9be9b9c012aff81af	bdd6478fb395424972fa11df72a5912093cc2a49	-72	5180	1578468503667
1578468504767	TYPE_WIFI	990847ae755de95a44c7b1be54e66f4e56fdc7f4	0b64e537cc3d1818ec46f94f8dc14043a98d0089	-73	2447	1578468488264
1578468504767	TYPE_WIFI	5731b8e08abc69d4c4d685c58164059207c93310	1113bb014a6d9aa057590ddd35e95ebfd26e571b	-73	2437	1578468503158
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	91e28e4dd3af5e9c28a00edf70e733e2cee21085	-74	2412	1578468502854
1578468504767	TYPE_WIFI	5731b8e08abc69d4c4d685c58164059207c93310	735f83c29af134fc7f6857d509009673c3e2a892	-74	2412	1578468502828
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	b3d862416ca21ec29ae77e762d4e897935bac7e5	-74	2452	1578468503362
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	405fa41dd78d5f5182b0e3f8832eda69dc0a49d7	-75	5765	1578468503974
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	33f83c3b2dbba620b413afa1af33114986298012	-75	5765	1578468503977
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	b5185d53dc93ae23296b97699d86624a2d09f68b	-75	2412	1578468502856
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	eeaaa9c70504e4d1e28f43836ac77f7d2d19437b	-75	2412	1578468502857
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	62f63715ba99871e176526ffe52ad2be5d200688	-76	5765	1578468503977
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	e32eb454533b38ef2da6866f47110a680f8a37f7	-76	5765	1578468503978
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	cf3425314e459d907136d918566a069aba76247e	-76	5765	1578468503978
1578468504767	TYPE_WIFI	ae7f2fd7c94346203a6dbe9a4469729bce75f901	82e707917f7138357ea1e3a7cf8960db03bc1265	-76	2457	1578468503424
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	baf793b46eddbf0e62fd203631280d258247f7b3	-76	2452	1578468503363
1578468504767	TYPE_WIFI	bbb4ebd99ecc97d929ef4a472c4225f42ea47b1a	c3423704f962271dae5b6081d54322dddd02fc8c	-77	2462	1578468503449
1578468504767	TYPE_WIFI	0a940017878606a68fa3ac9071c66569ef82d910	a25ba3a6933dbaba0c45bc13bc49cedd123a5d69	-77	5220	1578468503787
1578468504767	TYPE_WIFI	13add1fa5d04c66866ea1c5a54baf3b98e86dc96	64f1ff2cb8b08bf5488f7ec6a5eeadb0328b5289	-77	5220	1578468503787
1578468504767	TYPE_WIFI	a39f7616b9bb60d3c3fd2bcdcc6e09f4ce6a8cb1	e5f3c294439b1adb115e5b0cdc74a7acb1f430c0	-77	5220	1578468503788
1578468504767	TYPE_WIFI	e7b41da4e10e07fea88266ee47cf227edbd22e49	51782c2fabefa97e99dca895fd36f1a47e214610	-77	2457	1578468488422
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	da530377ac4a90b345f7d633e5638784c6239452	-77	2412	1578468502856
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	dc024672db393fc878f2b7f2e21201d4bf2b77db	-77	2472	1578468503574
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	9be03b4dda960a100a8ab2ea64201935102416f4	-77	2472	1578468503575
1578468504767	TYPE_WIFI	5731b8e08abc69d4c4d685c58164059207c93310	e62e836b877d4189e890fcc9d0d4d7d09964933a	-77	2472	1578468503578
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	015504eea807d723f1d1a1aca43544189830aed7	-78	5805	1578468481999
1578468504767	TYPE_WIFI	5731b8e08abc69d4c4d685c58164059207c93310	d3f1271c54b887004e5e6233290db6b010b56aba	-78	2452	1578468503364
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	17417937539dd453b7e6492f9d5061c12573e5d6	-78	5825	1578468504162
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	331bc701d5d8640d7c7d0811854f981a2c79f2bb	-78	5825	1578468504163
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	c0e6c32ac2586d1c7c31c79cbaf708e9879fd7c2	-78	5825	1578468504165
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	f315da8e9ccf18fbe243ced3129d744c197ac407	-78	5825	1578468504166
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	4126d07e7c513b7326d2ef9c3cbf2412eb7a0db8	-78	5825	1578468504167
1578468504767	TYPE_WIFI	0a940017878606a68fa3ac9071c66569ef82d910	62a4c59aa4068905f337aa1d1c947d7bc816938f	-79	2462	1578468503478
1578468504767	TYPE_WIFI	c451965585f1bd709a952b68f8c89df943c01065	b742b3fa0287399e647252d184ee8d58b67c05ae	-79	2432	1578468475002
1578468504767	TYPE_WIFI	8ece1ee8e83b5c2be32750c273a7c0b5f04f72ac	5024a162dfac11512ba8cb59eccd836abe70cf42	-79	2427	1578468482902
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	914cb2b0c63064164d4b8fd821bbde4a164a2a6a	-79	2452	1578468503356
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	26f99f7138f8721213e77ac21d013d4fa1716ef0	-79	2472	1578468503576
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	c6252a2f068d76c6602b129949edfc3d3df46a6f	-79	5825	1578468504148
1578468504767	TYPE_WIFI	0a940017878606a68fa3ac9071c66569ef82d910	a983e886878e7deadba290b2215042cd33eb29ef	-80	5785	1578468504043
1578468504767	TYPE_WIFI	13add1fa5d04c66866ea1c5a54baf3b98e86dc96	ef8bfd1510bd978d5e1e306b1bdeb3691be69a9e	-80	5785	1578468504043
1578468504767	TYPE_WIFI	0a940017878606a68fa3ac9071c66569ef82d910	ee9c9078fdce9b99d80fee62dd5625fe4f80c72d	-80	2437	1578468503169
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	34745e1c16e50d6b9d0f9977d22b77be18361bb7	-80	5805	1578468504104
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	d179e02cb2112a223cab97eacdd17859f4c29511	-80	5805	1578468504105
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	4f7a516f64e951a30c7fc12fcd9d7fec5fb60728	-80	5805	1578468504106
1578468504767	TYPE_WIFI	8a2c20714dd795affa7486db8bea7f8f54d7b47a	b2bc6ed2eb97037ad580325dad0fbef82c15fe13	-80	5785	1578468481904
1578468504767	TYPE_WIFI	5a368e0bd5050bdb4653dc39c86bee1fd2b8aeb7	61c3aaf1a526f808c05952ea3f098e37354a674a	-80	2442	1578468503246
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	883f6fb7e5ed079e2ebb46f59d089747862879f6	-80	2452	1578468503362
1578468504767	TYPE_WIFI	07ed608b71abb30057ad845b22a1eaa1e6dc3fe0	9951d9b7e9c1fdf0fc69edd7066cd8aaf8fa1450	-81	5805	1578468504079
1578468504767	TYPE_WIFI	4e601619b7c7d9df8d61490ad2c134f08ea01d61	9c25950ae49b1d71592a48d8df4e5898cd29901a	-81	5745	1578468503920
1578468504767	TYPE_WIFI	a39f7616b9bb60d3c3fd2bcdcc6e09f4ce6a8cb1	dec088bc33cc41aece2c160b3f0460d99374931b	-81	5785	1578468504044
1578468504767	TYPE_WIFI	f44fa6118fed7198296c8b45b2f2684903d99620	965f254a2e8d05bbb40bd2413ff61de3ad6c4151	-81	2422	1578468502958
1578468504767	TYPE_WIFI	13add1fa5d04c66866ea1c5a54baf3b98e86dc96	e2a7123759cacf81363159e801826cff200dd3dd	-81	2462	1578468503480
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	0c5cda0386b9de9d4e8d5788f192af0dac40ce2c	-81	2412	1578468482712
1578468504767	TYPE_WIFI	2193fe259e3269d357249dc3d270d112e1ce8462	b1f52858bbf18f942f355bd4974f2c931125d135	-81	2432	1578468476997
1578468504767	TYPE_WIFI	c3513a636d1a813db081a2ffc33f297b4fefe28d	3f564032c7eebc173b38aee35225e323d4389faf	-82	5765	1578468488982
1578468504767	TYPE_WIFI	5a368e0bd5050bdb4653dc39c86bee1fd2b8aeb7	08f7de5409dd4c4df92a9be0e8daebc871d3e7d1	-83	5745	1578468488911
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	fe3211f90e4ab1f500e10fe175ae6142f4b13130	-83	5825	1578468486006
1578468504767	TYPE_WIFI	7928475c4bb0c59e9be519e8d18ab7805f95660e	d8b4b0bebc252703de74c2effaf574bc4d6140f0	-83	2462	1578468488465
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	284be046617451d2c3450c11ebf5a5c45a84ac90	-83	5805	1578468483983
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	1b76d774360c4cfaf89e75ec3a3add7c5201b885	-83	5825	1578468486004
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	f920a2e4cb52165850990d9d37d391b630f7de14	-83	5805	1578468504107
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	46c934893439700099d03a6892ea934ecb2729d6	-84	5745	1578468503910
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	7e162171ea361011fe20068dcca64b600323fb9e	-84	5785	1578468489039
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	ca86c5b074c5768e481e069b751bf22c6d95bd48	-84	5825	1578468486007
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	a830915240b76b1da7286b938f5178b244d29b29	-84	5785	1578468485887
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	172b8a530c6f1946a495576ea9e885874db2f288	-84	5825	1578468486005
1578468504767	TYPE_WIFI	778578ec111c16d306b97b1d0828a6ecd9ab4fb3	957d3b28d0b03bc3da70ff2b4d22a789376dc6d8	-84	5785	1578468504041
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	3c89886dd08bb4a24384cf8bc0c6423e4804e6e9	-85	5745	1578468503911
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	5c10b343d767a30515e6015de25751a2883328f8	-85	5745	1578468503910
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	16374260af7d03b10f167358a4f6a70620e131f4	-85	5745	1578468503910
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	edbe427e90919b00d712ceb8c1ee8e92a54051e2	-85	2412	1578468502821
1578468504767	TYPE_WIFI	4e601619b7c7d9df8d61490ad2c134f08ea01d61	8c936564ea4b4300576f53136505527eb5972c07	-85	2417	1578468502922
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	f26678bbbbd078e242638a0d1fb5ba2e61262f4c	-85	5745	1578468503911
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	b17a526713611a0516cadcbbb6f7890643475119	-85	5785	1578468483877
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	2aa08d092d0199c06d22684642ef1c79d9722adb	-85	5785	1578468483903
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	06a0c0f87f97918d1642db21285d7182dc1b7d15	-85	5785	1578468483879
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	13ad22d45a7adb834649802fbfce285f2e2077e4	-85	5805	1578468485948
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	1bb0e992cff45a54d29e97f47a7d1281435a5e3b	-85	5825	1578468486005
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	7c766abc796367d002ba99bff4f572241ee83522	-85	5805	1578468485947
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	40d99a3e5214aa704f637b7d72631e69550ee256	-85	5825	1578468486002
1578468504767	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	a8555f4bb959b00ab1d00e4ec40149e6dcfa43df	-85	2412	1578468478724
1578468504767	TYPE_WIFI	b40b9369cdd0a2c75e8f629ff38c8fe87115f741	f53a8fec6a3a416fa9972e9e8b6297480c6452d5	-85	2417	1578468480799
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	ee1e8b53b1f1d0723d207d484347785615e2b8b4	-85	5765	1578468503947
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	53f74f21afa39f11b480cc60c740c05026cc40fb	-85	5765	1578468503948
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	d32dd11040b254cd889c9ead2d4a50f6e3900196	-85	5805	1578468504107
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	ae54f8552a572ddf81302b56c07f63c6321270be	-86	5745	1578468503911
1578468504767	TYPE_WIFI	356d66c73c423be835bd5d07cb1ebdfa821d8e23	db01605eac3f33540038bd9722aba25774871d43	-86	5745	1578468488927
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	b5ae5dd4cd8ed6d46d5c903021436548aa36bd0b	-86	5785	1578468483903
1578468504767	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	917622aa747356819b4a2aa5cb0317ba5cad084b	-86	5805	1578468485946
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	49458c28f94e388100de30ee4853b09c043a3a9b	-86	5805	1578468485947
1578468504767	TYPE_WIFI	3745dc080c9396d2317f4c05d7141c1df83acf9d	b51107fb094a5127ad76ef502ac03632a8f0d67c	-86	2462	1578468477352
1578468504767	TYPE_WIFI	af5d21da877c18e20f5f2204759b248ec198220d	2fd6a7c0c278b5e48a57449462d2f01652ae3baf	-86	5180	1578468481552
1578468504767	TYPE_WIFI	2e0bb625b968c888bf209c36a9f140828eaf3d81	56d5a6a3083794a66ca549d308ba263bf1b9c6bb	-86	5180	1578468481552
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	4dbab9aa5e471ee914e2cb61830c04407d895ef0	-86	5765	1578468503947
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	3407b9cef5a80426bdfacee1656b4b4fd2a4300e	-87	2412	1578468502822
1578468504767	TYPE_WIFI	b14c56d7cd73a5b026fc118c671e24dc2ba2558b	ce28608c3d091ac0d25d84459ebad253edf83e1f	-87	2412	1578468476764
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	149c09a117b9851201c75f97b4a7cc94b75fdcb4	-87	5785	1578468483904
1578468504767	TYPE_WIFI	c7f3961845ceed4962bc8e513b34d57c790e807c	21088d88b91058e8eb4826b661cb12be6176ecf7	-87	5805	1578468481987
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	00f09c4561768a871af2921cffa0a4fda515766b	-87	5805	1578468485948
1578468504767	TYPE_WIFI	01336c0a8f7f83d7c93be65def88d296c616c84b	2b1f221b43f0b7743012abe6e5b099f912ff0914	-87	5745	1578468485765
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	835e59c27eb07192538c8a9dd7bca6aa5065671b	-87	2412	1578468482711
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	51aaaf422c6bf5dcce84391b956a8aebfa41c46b	-87	2412	1578468482713
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	c356b16f8709232902dc1278c9abf7d7a2e03fa5	-88	2412	1578468502839
1578468504767	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	d0724c69b4fe153bf62f7bfc64b58a4a92681a42	-88	2412	1578468502871
1578468504767	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	b2337b25e7d1df04928bf6698a9c0b2764df7795	-91	5785	1578468504011
1578468504767	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	76f81d5047273fa64a434457531d400fc5d90fac	-91	5785	1578468504012
1578468504767	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	8c6ab78f2797e076f9106af81090d0ab9904f5cd	-91	5785	1578468504013
1578468504803	TYPE_ACCELEROMETER	-0.09303284	5.133301	8.272751	2
1578468504803	TYPE_MAGNETIC_FIELD	1.8890381	-39.32953	-12.078857	3
1578468504803	TYPE_GYROSCOPE	-0.23780823	-0.07762146	0.047088623	3
1578468504803	TYPE_ROTATION_VECTOR	-0.002216035	0.27856573	0.9601741	3
